movie,chapter,character,dialog,part,dialog_len
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,Let my friends go and I will.,5,7
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Lucius Malfoy,You are not in a position to negotiate.,5,8
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Neville Longbottom,"Don't do it, Harry! Don't!",5,5
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Bellatrix Lestrange,"My dear boy, I paid your parents a visit a long time ago. We had such a time!",5,18
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Neville Longbottom,You put them in St. Mungos!,5,6
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Bellatrix Lestrange,"So, Potter. Give us the Prophesy or I'll see how long it takes to crack Longbottom like his parents.",5,19
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Neville Longbottom,Don't give it to them!,5,5
Harry Potter and the Order of the Phoenix,Beyond the Veil,Sirius Black,"Get out of here, you two!",5,6
Harry Potter and the Order of the Phoenix,Beyond the Veil,Sirius Black,That will take you back out of the Department of Mysteries.,5,11
Harry Potter and the Order of the Phoenix,Beyond the Veil,Sirius Black,"You're the important one, now, Harry. I have to help the Order.",5,12
Harry Potter and the Order of the Phoenix,Beyond the Veil,Sirius Black,"I'll always be here for you, Harry. Now go!",5,9
Harry Potter and the Order of the Phoenix,Beyond the Veil,Lucius Malfoy,"We may have lost the prophesy, but I can still deliver you to the Dark Lord!",5,16
Harry Potter and the Order of the Phoenix,Beyond the Veil,Sirius Black,"Is that the best you've got, cousin?",5,7
Harry Potter and the Order of the Phoenix,Beyond the Veil,Remus Lupin,Harry! HARRY!...he's gone...there's nothing you can do...,5,7
Harry Potter and the Order of the Phoenix,Side by Side,Bellatrix Lestrange,"You can't stop me, Potter!",5,5
Harry Potter and the Order of the Phoenix,Side by Side,Bellatrix Lestrange,"Come out, come out, Potter...",5,5
Harry Potter and the Order of the Phoenix,Side by Side,Bellatrix Lestrange,"Well, well, have you come to avenge your dear Godfather?",5,10
Harry Potter and the Order of the Phoenix,Side by Side,Bellatrix Lestrange,"Never used an Unforgivable Curse before, have you, Potter? You have to mean it, you have to want to cause the pain in your very soul...",5,26
Harry Potter and the Order of the Phoenix,Side by Side,Harry Potter,Can't. It got smashed by accident!,5,6
Harry Potter and the Order of the Phoenix,Side by Side,Harry Potter,"How's Voldemort going to like that? You've failed him, and he's not very forgiving, is he?",5,16
Harry Potter and the Order of the Phoenix,Side by Side,Bellatrix Lestrange,"Forgive me, Master! I tried, I--",5,6
Harry Potter and the Order of the Phoenix,Side by Side,Harry Potter,"He can't hear you from here, you know!",5,8
Harry Potter and the Order of the Phoenix,Side by Side,Voldemort,"So, you smashed my prophesy...",5,5
Harry Potter and the Order of the Phoenix,Side by Side,Voldemort,"I grow tired of you continually thwarting my plans, Harry Potter!",5,11
Harry Potter and the Order of the Phoenix,Wizards Duel,Albus Dumbledore,"You should not have come here tonight, Tom.",5,8
Harry Potter and the Order of the Phoenix,Wizards Duel,Voldemort,"It is you who made that mistake, Dumbledore!",5,8
Harry Potter and the Order of the Phoenix,Wizards Duel,Voldemort,"You do not seek to kill me, Dumbledore?",5,8
Harry Potter and the Order of the Phoenix,Wizards Duel,Albus Dumbledore,"There are other ways to destroy a man, Tom.",5,9
Harry Potter and the Order of the Phoenix,Wizards Duel,Voldemort,There is nothing worse than death!,5,6
Harry Potter and the Order of the Phoenix,Wizards Duel,Albus Dumbledore,"You are quite wrong, Tom, as you have always been.",5,10
Harry Potter and the Order of the Phoenix,Wizards Duel,Albus Dumbledore,"Stay where you are, Harry!",5,5
Harry Potter and the Order of the Phoenix,Wizards Duel,Albus Dumbledore,"Are you all right, Harry?",5,5
Harry Potter and the Order of the Phoenix,Wizards Duel,Percy Weasley,"Minister, I saw him! You-Know-Who! He was right there!",5,9
Harry Potter and the Order of the Phoenix,Wizards Duel,Cornelius Fudge,I know...I saw him too...,5,5
Harry Potter and the Order of the Phoenix,Wizards Duel,Albus Dumbledore,"If you and your men will proceed to the Death Room, you will find several Death Eaters which I and some others have apprehended.",5,24
Harry Potter and the Order of the Phoenix,Wizards Duel,Albus Dumbledore,"Minister, you have just seen You- Know-Who in the flesh only seconds ago! It is time to come to your senses!",5,21
Harry Potter and the Order of the Phoenix,Wizards Duel,Albus Dumbledore,"If you insist on trying to arrest me, I am perfectly willing demonstrate how useless such an attempt will be.",5,20
Harry Potter and the Order of the Phoenix,Wizards Duel,Cornelius Fudge,"Dumbledore, what the blazes happened here?",5,6
Harry Potter and the Order of the Phoenix,Wizards Duel,Albus Dumbledore,"I will explain everything, Minister. Just as soon as I return Harry to school.",5,14
Harry Potter and the Order of the Phoenix,Wizards Duel,Cornelius Fudge,What's he doing here? And what's happened to him?,5,9
Harry Potter and the Order of the Phoenix,Wizards Duel,Albus Dumbledore,"Minister, you will order the removal of Dolores Umbridge from my school.",5,12
Harry Potter and the Order of the Phoenix,Wizards Duel,Albus Dumbledore,All Educational Decrees will be nullified and you will call off the search on Hagrid so he can return to work.,5,21
Harry Potter and the Order of the Phoenix,Wizards Duel,Albus Dumbledore,"I will return here later tonight, after I have seen to Harry. It should not take long. He taps the Golden centaur head.",5,23
Harry Potter and the Order of the Phoenix,Wizards Duel,Cornelius Fudge,"Dumbledore, I want some answers!",5,5
Harry Potter and the Order of the Phoenix,Wizards Duel,Albus Dumbledore,"The Second War has begun, Minister.",5,6
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"I understand how you feel, Harry--",5,6
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"You forget that Sirius was my friend too. You are not the only person on this earth capable of feelings, Harry.",5,21
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"There is no shame in feeling pain, Harry. It is your greatest strength...",5,13
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Harry Potter,You don't have a clue! You can't possibly know!,5,9
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"This pain is part of being human, Harry...",5,8
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Harry Potter,I don't care! I don't care!,5,6
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,You do care. You care so much you feel like you will bleed to death because of it.,5,18
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Harry Potter,You can't keep me in here!,5,6
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"I daresay I can. And if you actually do attack me with that wand, Harry, I'm afraid to say you will regret it.",5,23
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,It is my fault Sirius died tonight.,5,7
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"Harry, I owe you this explanation, to show you the failings of an old man.",5,15
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Harry Potter,I already know all this.,5,5
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"Haven't you wondered why I haven't spoken to you, even looked at you, for months?",5,15
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"Sirius told me you believed there was a snake inside of you. This was Voldemort attempting to manipulate you. To protect you from this, I had you study Occlumency.",5,29
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Harry Potter,But Snape stopped giving me lessons.,5,6
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"Yes. I thought he could overcome his feelings towards your father, but I was wrong. Some wounds cut too deep to be healed.",5,23
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Harry Potter,"He barely taught me, though. I always felt more open to it after the lessons. Like he was trying to open me to Voldemort—-",5,24
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"I would trust Severus Snape with my life, Harry. You have never recovered from your mistrust of him in your first year.",5,22
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Harry Potter,Sirius didn't trust him. Didn't believe he'd really turned to our side...,5,12
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"Again, some wounds run too deep to be healed, Harry. Severus and Sirius never liked each other at school. This has never changed.",5,23
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"During your Occulumency lessons, Professor Snape discovered that you were dreaming about the door in the Department of Mysteries.",5,19
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Harry Potter,"I've been dreaming about that all year, before Voldemort discovered the connection.",5,12
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"Yes. Voldemort has been obsessed with hearing that prophesy since he returned. Because of your scar, what he was obsessed with, you were obsessed with, in the form of dreams.",5,30
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"Once he discovered the connection, Voldemort had little difficulty in manipulating you into thinking he had captured Sirius.",5,18
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Harry Potter,But I checked Grimmauld Place! Kreacher said--,5,7
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,Kreacher lied. He wanted you to go to the Department of Mysteries.,5,12
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,Kreacher has been serving two masters for some months now.,5,10
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Harry Potter,"Wait, where was Sirius when I tried to contact him?",5,10
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,Ah. Apparently Kreacher had injured Buckbeak to distract him in case you tried to contact Headquarters.,5,16
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,Sirius was tending to the wounds when you called.,5,9
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Harry Potter,And Hermione said we should be nice to Kreacher!,5,9
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"She was quite right, Harry. Kreacher is what wizards have made him. He is to be pitied, not hated.",5,19
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,He didn't hate Kreacher himself. Kreacher was a reminder to Sirius of the home he had always hated.,5,18
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Harry Potter,"Yeah, he really hated that place. And you kept him locked up in there!",5,14
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,I was trying to save his life!,5,7
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,I also knew that Voldemort would return one day. I played to his weakness. There is an ancient magic which Voldemort has always underestimated.,5,24
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"This magic is what your mother gave you when she died. That protection would only work, however, if you were cared for by a blood relative. Your Aunt, Petunia.",5,29
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"Perhaps not. But she took you in, however grudgingly. As long as you can call your Aunt's house your home, you are protected.",5,23
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"And now we come to the moment of terrible truth, the moment I have dreaded for fifteen years. The moment when I must lay another burden atop your already straining shoulders.",5,31
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,Do you remember your first year here? When you lay in the hospital wing fresh from your confrontation with Voldemort?,5,20
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,Do you remember what you asked me that night?,5,9
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Harry Potter,I asked you why Voldemort tried to kill me.,5,9
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Albus Dumbledore,"You have no idea the pain it causes me to tell it to you, even now. But unfortunately, I must.",5,20
Harry Potter and the Order of the Phoenix,The Lost Prophecy,Harry Potter,"Professor, why am I so important to",5,7
